15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	15	15	15	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	13	0	15	15	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	13	13	13	0	15	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	13	13	13	13	13	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	13	13	13	13	13	13	13	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	8	0	13	13	13	13	13	13	13	0	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	8	8	8	0	13	13	13	13	13	13	13	0	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	14	0	8	8	8	0	13	13	13	13	13	13	13	0
15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	14	14	6	0	8	8	8	0	13	13	13	13	13	0	15
15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	0	8	8	8	0	13	13	13	0	15	15
15	15	15	15	15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	0	8	8	8	0	13	0	15	15	15
15	15	15	15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	0	8	8	8	0	15	15	15	15
15	15	15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	0	8	0	15	15	15	15	15
15	15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15
15	15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15
15	15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15
15	15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15
15	15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15
15	15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15
15	15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15
15	15	15	0	14	14	6	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	15	0	0	0	14	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	0	7	7	0	14	14	6	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	0	7	7	0	0	0	14	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	15	0	7	7	7	7	0	14	14	6	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	0	7	7	7	7	7	0	0	0	14	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	0	7	7	7	7	7	7	7	0	14	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
15	0	7	7	7	7	7	7	7	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
0	7	7	7	7	7	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
0	0	7	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
